id,modele_machine,annee_fabrication,fiabilite_modele,age_machine_ans,phase_vie,indice_usure,heures_par_jour,temps_total_fonctionnement_h,mode_fonctionnement,cadence_moyenne_unit_h,taux_utilisation_pct,charge_machine,type_maintenance,frequence_maintenance,nombre_maintenances,date_derniere_maintenance,jours_depuis_maintenance,intervalle_entre_maintenances_j,nombre_total_pannes,frequence_pannes_par_an,duree_moyenne_panne_h,nombre_interventions_techniques,nombre_pannes_repetees,type_panne_recurrente,intervalle_entre_pannes_j,cause_identifiee,panne
7746,WELDR-E4,2021,Elevée,2,Nouvelle,5.5,,14597,Intermittent,82.6,62.7,Normale,Mixte,Trimestrielle,5.0,2023-11-15,48.0,71.0,2,1.0,3.5,5,2,Électrique,139,Oui,0
7747,CONV-3A,2018,Elevée,5,Normale,13.62,16.5,30022,Continu,69.7,98.9,Normale,Mixte,Mensuelle,6.0,2023-09-15,108.0,43.0,8,1.6,2.53,13,4,Mécanique,223,Non,0
7748,MOTOR-K1,2018,Elevée,5,Normale,23.72,10.9,19854,Continu,64.8,100.0,Sous-charge,Corrective,Trimestrielle,6.0,2023-10-27,67.0,42.0,4,0.8,9.18,7,4,Mécanique,176,Non,0
7749,MOTOR-K1,1996,Elevée,27,Ancienne,97.66,13.5,133231,Continu,68.0,79.0,Normale,Mixte,Trimestrielle,,2023-12-02,30.0,50.0,17,0.63,0.5,21,17,Thermique,253,Non,1
7750,PRESS-X5,2008,Elevée,15,,59.06,13.7,75016,Continu,77.3,67.6,Normale,Préventive,Trimestrielle,20.0,2010-04-24,,37.0,11,0.73,0.5,18,11,Hydraulique,139,Oui,1
7751,PUMP-V7,2007,Moyenne,16,Ancienne,51.23,16.8,98214,Continu,73.7,79.0,Normale,Corrective,Annuelle,24.0,2023-03-18,289.0,124.0,13,0.81,0.79,17,13,Aucune,219,Oui,0
7752,PRESS-X5,2018,Faible,5,Normale,13.96,11.0,19984,Continu,62.8,71.3,Normale,Corrective,Mensuelle,7.0,2023-10-09,85.0,109.0,8,1.6,7.43,11,3,Mécanique,222,Oui,0
7753,MOTOR-K1,1999,Elevée,24,Ancienne,90.02,9.1,79722,Continu,76.9,81.9,Normale,Corrective,Mensuelle,50.0,2023-12-25,8.0,97.0,22,0.92,3.48,25,20,Électrique,267,Oui,0
7754,DRILL-Z6,1996,Moyenne,27,Ancienne,94.26,15.4,151753,Continu,70.5,240.9,Surcharge,Mixte,Mensuelle,40.0,2023-11-20,43.0,65.0,20,0.74,1.97,21,16,Aucune,220,Oui,1
7755,PRESS-X5,2017,Elevée,6,Normale,18.15,13.2,29234,Intermittent,88.4,74.6,Surcharge,Corrective,Annuelle,8.0,2023-11-13,49.0,110.0,7,1.17,0.5,10,4,Aucune,100,Oui,0
7756,DRILL-Z6,2017,Moyenne,6,Normale,18.5,8.7,18635,Intermittent,74.1,74.0,Normale,Préventive,Trimestrielle,8.0,2023-12-24,9.0,119.0,5,0.83,2.21,11,1,Aucune,118,Non,0
7757,WELDR-E4,2013,Moyenne,10,Normale,34.94,,51616,Continu,92.7,72.4,Surcharge,Mixte,Annuelle,20.0,2023-10-27,66.0,70.0,11,1.1,0.77,18,10,Hydraulique,202,Oui,0
7758,DRILL-Z6,2011,Faible,12,Normale,47.01,17.5,76932,Intermittent,83.4,86.4,Normale,Corrective,Trimestrielle,28.0,2023-12-26,7.0,78.0,10,0.83,0.75,13,8,Mécanique,288,Oui,0
7759,LATHE-9,2005,Elevée,18,Ancienne,62.2,9.9,64798,Continu,72.6,72.7,Surcharge,Corrective,Mensuelle,24.0,2023-12-26,6.0,124.0,13,0.72,14.44,18,12,Mécanique,101,Oui,0
7760,COMP-T2,2010,Elevée,13,Normale,49.45,9.3,44242,Continu,77.5,99.7,Sous-charge,Corrective,Trimestrielle,14.0,2023-11-22,41.0,28.0,8,0.62,5.55,10,8,Thermique,153,Non,0
7761,WELDR-E4,2014,Moyenne,9,Normale,33.84,12.1,39913,Intermittent,78.0,100.0,Normale,Corrective,Hebdomadaire,7.0,2023-12-18,15.0,73.0,4,0.44,1.15,4,3,Électrique,116,Non,0
7762,COMP-T2,2012,Elevée,11,Normale,34.11,14.0,56224,Continu,82.5,70.5,Normale,Corrective,Trimestrielle,13.0,2023-12-19,14.0,119.0,6,0.55,11.2,9,6,Thermique,109,,0
7763,MOTOR-K1,2014,Elevée,9,Normale,27.1,11.8,38735,Continu,85.4,70.7,Normale,Préventive,Mensuelle,14.0,2023-11-25,38.0,73.0,4,0.44,1.0,5,4,Thermique,148,Oui,0
7764,MOTOR-K1,2002,Elevée,21,Ancienne,71.25,15.4,117880,Continu,73.2,74.4,Surcharge,Corrective,Mensuelle,35.0,2023-12-03,29.0,127.0,16,0.76,0.5,19,14,Électrique,196,Oui,0
7765,LATHE-9,1996,Moyenne,27,Ancienne,87.82,12.8,125974,Continu,76.4,67.3,Normale,Mixte,Trimestrielle,41.0,2023-10-03,91.0,77.0,20,0.74,1.9,25,19,Électrique,70,Oui,1
7766,CNC-2000,2011,Elevée,12,Normale,39.43,15.0,66109,Continu,81.7,85.2,Surcharge,Préventive,Mensuelle,16.0,2023-11-29,34.0,139.0,10,0.83,8.88,11,7,Thermique,149,Non,0
7767,COMP-T2,2005,Faible,18,Ancienne,70.57,9.8,64972,Continu,35.6,89.2,Normale,Corrective,Trimestrielle,32.0,2023-10-16,77.0,58.0,11,0.61,3.69,12,9,Mécanique,125,Oui,0
7768,PRESS-X5,2008,Elevée,15,Normale,52.34,8.3,45586,Continu,88.3,90.4,Normale,Préventive,Mensuelle,,2023-10-11,83.0,59.0,10,0.67,6.58,16,9,Aucune,240,Oui,0
7769,LATHE-9,2010,Elevée,13,Normale,41.67,11.0,51844,Continu,65.7,72.5,Normale,Préventive,Annuelle,17.0,2023-11-23,39.0,130.0,14,1.08,0.5,16,8,Mécanique,291,Non,0
7770,WELDR-E4,2009,Moyenne,14,Normale,58.58,8.0,40617,Continu,75.7,72.4,Surcharge,,Mensuelle,17.0,2023-08-22,132.0,36.0,12,0.86,1.71,19,11,Hydraulique,145,Non,0
7771,CONV-3A,1800,,123,Ancienne,100.0,13.2,593507,Continu,69.8,51.1,Sous-charge,Mixte,Trimestrielle,179.0,2023-12-17,16.0,,84,0.68,6.32,90,83,Électrique,148,Oui,1
7772,PRESS-X5,1997,Moyenne,26,Ancienne,86.19,5.9,56406,Intermittent,91.2,67.1,Sous-charge,Préventive,Hebdomadaire,37.0,2023-10-04,89.0,82.0,17,0.65,4.27,22,16,Électrique,208,,1
7773,DRILL-Z6,2020,Moyenne,3,Nouvelle,16.65,-5.0,0,Continu,95.4,63.8,Sous-charge,Corrective,Trimestrielle,5.0,2023-12-13,19.0,118.0,2,0.67,1.96,3,0,Aucune,114,Oui,0
7774,MOTOR-K1,2001,Moyenne,22,Ancienne,80.31,11.1,89199,Intermittent,78.3,61.7,Surcharge,Corrective,Trimestrielle,30.0,2023-11-07,56.0,101.0,15,0.68,6.48,21,11,Thermique,118,Oui,0
7775,WELDR-E4,2006,Moyenne,17,Ancienne,58.85,8.9,54935,Continu,78.5,69.2,Normale,Corrective,Trimestrielle,23.0,2023-09-23,100.0,,11,0.65,,14,9,Électrique,198,Non,0
7776,LATHE-9,2016,Elevée,7,Normale,28.66,11.1,28149,Continu,79.4,71.3,Normale,Corrective,Trimestrielle,7.0,2023-03-26,282.0,70.0,5,0.71,2.29,6,5,Électrique,243,Oui,0
7777,COMP-T2,2016,,7,,26.0,12.0,31051,Continu,79.8,74.7,Surcharge,Corrective,Trimestrielle,16.0,2023-12-13,19.0,97.0,6,0.86,0.5,8,3,,161,Non,0
7778,COMP-T2,2017,Moyenne,6,Normale,15.07,15.8,34699,Intermittent,95.0,91.3,Normale,Mixte,Trimestrielle,7.0,2023-11-05,57.0,116.0,2,0.33,0.5,6,0,Thermique,171,Non,0
7779,ROBOT-M3,2018,Elevée,5,Normale,5.51,8.9,16372,Intermittent,,89.0,Normale,Préventive,Trimestrielle,9.0,2023-09-22,101.0,105.0,5,1.0,0.8,9,4,Électrique,270,Oui,0
7780,MOTOR-K1,1997,Elevée,26,Ancienne,88.16,13.1,124112,Intermittent,77.4,61.5,Normale,Préventive,Trimestrielle,40.0,2023-12-11,22.0,100.0,15,0.58,1.11,19,15,Mécanique,191,Non,0
7781,PRESS-X5,2013,Elevée,10,Normale,40.42,13.7,50038,Continu,88.5,80.1,Normale,Préventive,Trimestrielle,18.0,2023-12-16,16.0,80.0,16,1.6,0.6,18,14,Électrique,210,Oui,0
7782,DRILL-Z6,2004,Elevée,19,Ancienne,64.36,11.9,82996,Continu,67.3,65.4,Normale,Corrective,Mensuelle,29.0,2023-08-31,124.0,64.0,15,0.79,2.07,18,12,Mécanique,189,Oui,0
7783,DRILL-Z6,2002,Moyenne,21,Ancienne,75.8,10.5,80535,Intermittent,68.7,,Normale,Préventive,Trimestrielle,40.0,2023-06-13,202.0,105.0,12,,18.23,16,11,Aucune,74,Non,0
7784,MOTOR-K1,2010,Elevée,13,Normale,46.42,8.6,40620,Intermittent,64.7,90.7,Surcharge,Mixte,Mensuelle,,2023-06-11,205.0,109.0,16,1.23,1.66,19,12,Thermique,68,Non,0
7785,ROBOT-M3,2010,Faible,13,Normale,37.03,17.7,83779,Continu,100.1,69.2,Normale,Corrective,Annuelle,23.0,2023-11-28,35.0,115.0,14,,0.62,17,13,Aucune,161,Non,0
7786,ROBOT-M3,2006,Elevée,17,Ancienne,57.47,12.2,76164,Intermittent,90.6,,Normale,Préventive,Mensuelle,35.0,2023-07-07,179.0,86.0,10,0.59,4.56,12,7,Thermique,216,Oui,0
7787,PRESS-X5,2017,Elevée,6,Normale,22.79,11.1,24371,Intermittent,74.2,75.6,Normale,,Mensuelle,6.0,2023-08-18,137.0,82.0,6,1.0,6.04,8,3,,154,Non,0
7788,ROBOT-M3,2020,Elevée,3,Nouvelle,6.56,18.4,19665,Continu,83.2,90.8,Normale,Corrective,Mensuelle,1.0,2023-09-16,107.0,118.0,3,1.0,3.11,6,2,Mécanique,134,Non,0
7789,LATHE-9,1999,Elevée,24,Ancienne,82.19,12.7,110913,Continu,91.5,,Normale,Corrective,Mensuelle,33.0,2023-12-09,24.0,76.0,18,0.75,1.97,21,17,Aucune,178,Oui,0
7790,ROBOT-M3,2014,Faible,9,Normale,33.46,19.6,64569,Continu,97.9,67.6,Surcharge,Préventive,Mensuelle,17.0,2023-12-26,6.0,125.0,8,0.89,11.44,10,6,Aucune,188,Oui,0
7791,COMP-T2,2000,Moyenne,23,Ancienne,80.86,7.8,65404,Intermittent,86.1,76.6,Normale,Préventive,Trimestrielle,28.0,2023-10-13,80.0,108.0,17,0.74,0.5,20,14,Hydraulique,185,Oui,0
7792,PUMP-V7,2019,Elevée,4,Normale,-20.0,11.3,16261,Continu,81.4,78.3,Surcharge,,Trimestrielle,10.0,2023-08-23,132.0,98.0,4,1.0,2.47,7,1,Thermique,192,Non,0
7793,CNC-2000,2000,Faible,23,Ancienne,82.42,7.9,66321,Continu,99.8,57.9,Normale,Préventive,Annuelle,,2023-12-14,18.0,81.0,16,0.7,5.99,19,14,Aucune,294,Oui,0
7794,COMP-T2,2002,Faible,21,Ancienne,68.72,11.6,89092,Continu,63.4,57.3,Normale,Préventive,Hebdomadaire,26.0,2023-12-29,3.0,115.0,12,0.57,0.74,15,12,Électrique,191,Non,0
7795,COMP-T2,2011,Moyenne,12,Normale,39.61,11.6,50653,Intermittent,51.2,78.9,Normale,Préventive,Trimestrielle,18.0,2023-10-04,89.0,157.0,6,0.5,,7,5,Électrique,213,Oui,0
7796,CONV-3A,2006,Faible,17,Ancienne,59.6,10.6,66203,Continu,98.8,70.5,Normale,Corrective,Trimestrielle,30.0,2023-11-13,50.0,65.0,12,0.71,0.5,15,11,Hydraulique,226,Oui,0
7797,CONV-3A,2016,Moyenne,7,Normale,31.19,,30880,Intermittent,73.3,58.2,Normale,Corrective,Annuelle,13.0,2023-09-25,99.0,89.0,5,0.71,0.5,9,3,Électrique,173,Oui,0
7798,MOTOR-K1,2008,Moyenne,15,Normale,50.13,10.8,59171,Intermittent,100.1,83.2,Normale,Mixte,Trimestrielle,26.0,2023-06-13,203.0,92.0,14,0.93,2.85,17,13,Aucune,221,Non,0
7799,CONV-3A,1996,Elevée,27,Ancienne,85.84,11.7,114678,Intermittent,108.8,75.7,Normale,Corrective,Mensuelle,32.0,2023-12-12,20.0,74.0,20,0.74,,21,19,Mécanique,179,Oui,1
7800,MOTOR-K1,2013,Elevée,10,Normale,,9.7,35426,Intermittent,107.8,,Normale,Corrective,Annuelle,19.0,2023-09-20,103.0,91.0,8,0.8,20.62,12,7,Aucune,162,Oui,0
7801,COMP-T2,2000,Moyenne,23,Ancienne,76.72,16.3,137192,Intermittent,34.8,61.9,Normale,Mixte,Annuelle,40.0,2023-12-02,31.0,135.0,21,0.91,0.91,24,19,Électrique,14,Oui,0
7802,CNC-2000,2012,Faible,11,Normale,32.07,8.7,34968,Continu,92.0,299.6,Normale,Mixte,Trimestrielle,14.0,2023-11-12,50.0,126.0,6,0.55,18.8,6,6,Mécanique,214,Non,0
7803,PRESS-X5,1998,Moyenne,25,Ancienne,87.59,12.6,115401,Continu,72.4,67.8,Normale,Préventive,Trimestrielle,42.0,2023-09-04,119.0,88.0,25,1.0,0.5,26,22,Mécanique,149,Oui,1
7804,PRESS-X5,2016,Faible,7,Normale,29.36,8.4,21715,Continu,70.2,75.6,Normale,Corrective,Trimestrielle,15.0,2023-12-26,7.0,57.0,5,0.71,9.15,12,4,Aucune,213,Oui,0
7805,PUMP-V7,1999,Elevée,24,,,9.5,83120,Continu,85.6,66.5,Normale,Préventive,Mensuelle,36.0,2023-12-10,22.0,140.0,21,0.88,2.08,25,19,Aucune,183,Oui,0
7806,WELDR-E4,2000,Moyenne,23,Ancienne,82.98,9.8,82677,Continu,70.6,61.8,Normale,Mixte,Mensuelle,37.0,2023-12-26,7.0,105.0,14,0.61,0.5,17,9,Mécanique,194,Oui,0
7807,PRESS-X5,2009,Moyenne,14,Normale,52.41,11.6,59371,Continu,91.2,70.5,Sous-charge,Mixte,Trimestrielle,33.0,2023-06-09,207.0,99.0,7,0.5,20.7,8,5,Mécanique,98,Non,0
7808,WELDR-E4,2000,Moyenne,23,Ancienne,84.46,30.0,251997,Intermittent,99.8,75.4,Surcharge,Préventive,Hebdomadaire,50.0,2023-10-24,70.0,91.0,22,0.96,1.09,23,17,Thermique,194,Non,0
7809,ROBOT-M3,2002,Moyenne,21,Ancienne,69.84,8.7,66604,Continu,77.0,92.0,Normale,Corrective,Trimestrielle,30.0,2023-07-03,182.0,88.0,15,0.71,0.5,23,12,Hydraulique,162,Non,0
7810,DRILL-Z6,2003,Elevée,20,Ancienne,64.39,10.8,78642,Continu,85.4,76.8,Normale,,Mensuelle,25.0,2023-10-21,72.0,113.0,11,0.55,3.69,15,8,Mécanique,225,Oui,0
7811,COMP-T2,2015,Elevée,8,Normale,23.08,9.0,26157,Intermittent,,57.4,Surcharge,Mixte,Annuelle,15.0,2023-05-24,222.0,93.0,3,0.38,1.32,7,0,Aucune,218,Oui,0
7812,CNC-2000,2016,Faible,7,Normale,28.45,8.9,22536,Intermittent,87.0,50.7,Normale,Corrective,Mensuelle,14.0,2023-12-09,23.0,104.0,5,0.71,-5.0,6,3,Thermique,234,Oui,0
7813,MOTOR-K1,2000,Elevée,23,Ancienne,83.84,15.4,129180,Continu,101.3,45.6,Normale,Préventive,Trimestrielle,30.0,2023-11-01,62.0,10.0,20,0.87,9.1,22,15,Mécanique,101,Non,0
7814,WELDR-E4,2016,Moyenne,7,Normale,19.71,7.8,20093,Continu,86.1,79.1,Surcharge,Corrective,Mensuelle,17.0,2023-08-03,151.0,96.0,9,1.29,14.9,12,6,Électrique,289,Oui,0
7815,PUMP-V7,1996,Elevée,27,Ancienne,100.0,12.2,120350,Continu,78.2,62.4,Surcharge,Préventive,Mensuelle,41.0,2023-12-09,24.0,75.0,23,0.85,0.5,24,21,Aucune,169,Non,1
7816,PRESS-X5,2010,Elevée,13,Normale,40.12,,81053,Continu,99.7,81.0,Normale,Mixte,Mensuelle,15.0,2023-12-11,22.0,120.0,10,0.77,13.7,11,10,Thermique,147,Oui,0
7817,LATHE-9,2014,Moyenne,9,Normale,36.5,15.6,51292,Intermittent,73.9,89.2,Surcharge,Préventive,Mensuelle,10.0,2023-05-23,224.0,105.0,2,0.22,,8,2,Mécanique,102,Oui,0
7818,PRESS-X5,1995,Moyenne,28,Ancienne,100.0,13.3,135965,Continu,74.3,82.1,Surcharge,Préventive,Hebdomadaire,45.0,2023-09-21,103.0,141.0,17,0.61,0.91,21,17,Hydraulique,236,Oui,1
7819,CONV-3A,2022,Faible,1,Nouvelle,4.05,12.0,4483,Intermittent,,72.3,Surcharge,Préventive,Trimestrielle,0.0,2023-12-03,29.0,8.0,1,1.0,,3,0,Mécanique,207,Oui,0
7820,COMP-T2,2010,Elevée,13,Normale,41.65,14.2,67134,Continu,56.5,97.2,Sous-charge,Préventive,Trimestrielle,14.0,2023-10-07,87.0,70.0,9,0.69,2.26,12,8,Électrique,171,Oui,0
7821,CONV-3A,1995,Moyenne,28,Ancienne,94.26,13.1,133998,Continu,67.1,69.5,Normale,Mixte,Mensuelle,42.0,2023-05-19,227.0,61.0,13,0.46,2.68,13,11,Électrique,202,Non,1
7822,PRESS-X5,1995,Faible,28,Ancienne,96.69,100.0,1021939,Continu,80.8,64.2,Normale,Mixte,Mensuelle,37.0,2023-12-03,30.0,75.0,17,0.61,1.3,18,15,Hydraulique,235,Oui,1
7823,LATHE-9,2001,Faible,22,Ancienne,82.4,11.6,93093,Continu,83.4,79.0,Normale,Corrective,Annuelle,31.0,2023-10-18,75.0,87.0,10,0.45,0.5,16,7,Mécanique,181,Oui,0
7824,CONV-3A,2010,Faible,13,Normale,39.5,,71191,Continu,65.5,,Surcharge,Corrective,Hebdomadaire,18.0,2023-11-28,35.0,95.0,17,1.31,5.49,20,16,Mécanique,153,Oui,0
7825,CNC-2000,2011,Moyenne,12,Normale,32.81,11.0,48505,Intermittent,,44.0,Normale,Préventive,Hebdomadaire,16.0,2023-11-30,33.0,35.0,11,0.92,3.14,14,8,Thermique,140,Non,0
7826,CONV-3A,2100,Elevée,0,Nouvelle,1.81,17.7,0,Continu,51.6,88.3,Normale,,Trimestrielle,4.0,2023-08-24,130.0,153.0,0,0.0,18.84,3,0,Électrique,85,Oui,0
7827,LATHE-9,2010,Elevée,13,Normale,48.41,11.5,54677,Intermittent,112.8,55.5,Surcharge,Préventive,Mensuelle,17.0,2023-11-28,34.0,98.0,9,0.69,1.33,12,7,Électrique,32,Oui,0
7828,CONV-3A,2000,Faible,23,Ancienne,,7.1,60025,Intermittent,102.0,50.4,Surcharge,Préventive,Trimestrielle,29.0,2023-11-07,56.0,96.0,19,0.83,5.64,20,17,Hydraulique,85,Non,0
7829,WELDR-E4,2012,Faible,11,Normale,31.59,12.2,49072,Continu,69.3,70.9,Normale,Corrective,Mensuelle,16.0,2023-11-18,44.0,124.0,8,0.73,0.5,9,2,Thermique,192,,0
7830,ROBOT-M3,2016,Moyenne,7,Normale,23.83,14.3,36393,Continu,82.1,62.2,Normale,Préventive,Trimestrielle,8.0,2023-07-26,,81.0,11,1.57,1.41,14,9,Hydraulique,208,Non,0
7831,MOTOR-K1,2016,Elevée,7,Normale,30.31,16.9,42993,Intermittent,66.8,80.0,Normale,Préventive,Hebdomadaire,8.0,2023-12-30,2.0,106.0,9,,2.94,11,8,Électrique,94,Oui,0
7832,PRESS-X5,2022,Moyenne,1,Nouvelle,4.1,9.0,3205,Continu,95.4,79.3,Normale,Mixte,Mensuelle,3.0,2023-11-06,56.0,127.0,0,0.0,4.81,2,0,Thermique,172,Non,0
7833,WELDR-E4,2021,Elevée,2,Nouvelle,6.02,6.8,5087,Continu,89.6,78.7,Surcharge,Préventive,Trimestrielle,1.0,2023-11-28,34.0,100.0,2,1.0,,4,0,Thermique,163,Oui,0
7834,MOTOR-K1,1997,Moyenne,26,Ancienne,94.95,13.5,127950,Intermittent,60.3,89.7,Normale,Corrective,Mensuelle,32.0,2023-09-17,107.0,114.0,19,0.73,0.5,21,19,Thermique,234,Oui,1
7835,ROBOT-M3,2002,Elevée,21,Ancienne,70.5,13.4,102671,Continu,65.4,71.2,Normale,Corrective,Mensuelle,35.0,2023-07-19,166.0,88.0,17,0.81,3.74,21,16,Hydraulique,135,Oui,0
7836,WELDR-E4,2021,Faible,2,Nouvelle,11.26,7.8,5438,Continu,79.0,79.4,Normale,Préventive,Mensuelle,0.0,2023-11-04,58.0,99.0,1,0.5,0.67,2,0,,282,,0
7837,PUMP-V7,1998,Elevée,25,Ancienne,,,100382,Intermittent,100.8,55.0,Normale,Préventive,Annuelle,40.0,2023-12-29,3.0,49.0,13,0.52,13.22,16,12,Électrique,299,Non,0
7838,WELDR-E4,2017,Moyenne,6,Normale,13.4,11.1,24455,Continu,74.3,86.5,Surcharge,Mixte,Annuelle,10.0,2023-11-16,47.0,67.0,5,0.83,5.35,10,1,Mécanique,226,Oui,0
7839,CNC-2000,1998,Elevée,25,Ancienne,86.13,14.5,131699,Intermittent,99.6,69.0,Normale,Préventive,Trimestrielle,36.0,2023-09-09,115.0,87.0,25,1.0,7.79,27,23,Mécanique,227,Non,1
7840,LATHE-9,2011,Moyenne,12,Normale,29.18,10.8,47333,Intermittent,84.7,71.6,Normale,Préventive,Mensuelle,14.0,2023-12-04,29.0,138.0,9,0.75,4.58,15,7,Hydraulique,197,Oui,0
7841,PRESS-X5,2016,Moyenne,7,Normale,24.92,10.7,27203,Continu,67.5,70.9,Normale,Préventive,Trimestrielle,,2023-11-24,38.0,142.0,4,0.57,4.47,5,3,Électrique,113,Non,0
7842,COMP-T2,1999,Faible,24,Ancienne,75.34,-5.0,0,Continu,73.7,,Normale,Corrective,Annuelle,30.0,2023-03-29,278.0,133.0,18,0.75,0.86,21,17,Mécanique,135,Oui,1
7843,MOTOR-K1,2019,Elevée,4,Normale,15.41,7.9,11568,Continu,89.5,70.6,Sous-charge,Préventive,Trimestrielle,2.0,2023-12-10,22.0,54.0,2,0.5,1.35,5,0,Électrique,161,Non,0
7844,CONV-3A,2008,Elevée,15,Normale,53.43,17.7,96553,Continu,92.6,49.0,Normale,Corrective,Trimestrielle,17.0,2023-11-03,59.0,61.0,7,0.47,7.21,9,4,Aucune,109,Oui,0
7845,PRESS-X5,2009,Moyenne,14,Normale,48.66,14.8,75695,Continu,94.0,89.9,Normale,Préventive,Hebdomadaire,23.0,2023-11-23,39.0,13.0,5,0.36,4.36,7,4,Électrique,223,Oui,0
7846,COMP-T2,2019,Elevée,4,Normale,16.18,,14383,Continu,83.2,67.2,Surcharge,Corrective,Trimestrielle,4.0,2023-12-29,4.0,55.0,8,2.0,6.29,11,8,Aucune,234,Oui,0
7847,ROBOT-M3,2006,Elevée,17,Ancienne,60.52,8.6,53713,Continu,86.7,70.5,Sous-charge,Mixte,Trimestrielle,25.0,2023-12-03,30.0,68.0,11,,11.8,15,9,Mécanique,156,Non,0
7848,WELDR-E4,2021,Moyenne,2,Nouvelle,,8.9,6805,Continu,113.8,72.7,Sous-charge,Préventive,Mensuelle,2.0,2023-11-07,55.0,78.0,2,1.0,8.0,2,0,Aucune,196,Non,0
7849,COMP-T2,2007,Moyenne,16,Ancienne,65.16,13.8,80501,Intermittent,116.1,81.3,Normale,Corrective,Mensuelle,19.0,2023-08-26,129.0,134.0,20,1.25,2.43,24,17,Électrique,130,Non,0
7850,PUMP-V7,2018,Elevée,5,Normale,19.47,9.0,16323,Intermittent,,69.1,Normale,Mixte,Trimestrielle,12.0,2023-08-14,140.0,83.0,7,1.4,8.53,10,5,,87,Oui,0
7851,PRESS-X5,2017,Elevée,6,Normale,-20.0,11.3,24363,Continu,53.5,87.8,Sous-charge,Préventive,Mensuelle,8.0,2023-07-29,156.0,156.0,6,1.0,4.91,7,6,,204,Non,0
7852,PRESS-X5,2012,Faible,11,,43.87,,27989,Continu,81.9,,Sous-charge,Préventive,Annuelle,14.0,2023-08-21,133.0,51.0,10,0.91,0.5,12,8,Aucune,216,Non,0
7853,PRESS-X5,2008,Moyenne,15,Normale,55.84,,74692,Continu,81.7,94.6,Normale,Préventive,Mensuelle,25.0,2023-12-31,2.0,85.0,12,,11.32,15,9,Mécanique,243,Non,0
7854,LATHE-9,2018,Elevée,5,Normale,,13.7,25300,Intermittent,61.1,78.0,Normale,Mixte,Annuelle,7.0,2023-12-01,32.0,111.0,4,0.8,0.77,9,4,Mécanique,195,Non,0
7855,ROBOT-M3,2013,Elevée,10,Normale,35.83,11.4,41750,Continu,81.9,68.1,Surcharge,Corrective,Mensuelle,16.0,2023-12-31,2.0,77.0,7,0.7,5.91,12,5,Aucune,212,Non,0
7856,LATHE-9,2016,Moyenne,7,Normale,24.47,12.6,32203,Intermittent,64.3,,Normale,Mixte,Mensuelle,11.0,2023-08-22,132.0,85.0,9,1.29,1.17,13,6,Thermique,235,Oui,0
7857,PRESS-X5,2020,,3,Nouvelle,7.25,14.4,15705,Intermittent,85.7,70.6,Normale,Préventive,Annuelle,7.0,2023-02-06,330.0,65.0,2,0.67,,4,0,Électrique,40,Non,0
7858,PUMP-V7,2001,Faible,22,Ancienne,75.72,12.5,100393,Continu,88.9,64.8,Normale,Corrective,Mensuelle,38.0,2023-10-05,89.0,104.0,17,0.77,5.77,18,15,Électrique,204,Non,0
7859,CONV-3A,2022,Moyenne,1,Nouvelle,0.0,14.3,4932,Continu,87.9,80.0,Surcharge,Préventive,Trimestrielle,1.0,2023-11-14,49.0,86.0,2,2.0,2.74,6,2,Mécanique,131,Non,0
7860,PUMP-V7,2000,Moyenne,23,Ancienne,83.89,8.5,71388,Continu,94.8,72.3,Normale,Corrective,Trimestrielle,38.0,2023-08-25,130.0,106.0,23,1.0,3.26,26,19,Hydraulique,187,Non,0
7861,MOTOR-K1,1999,Faible,24,Ancienne,79.44,,115149,Continu,87.0,74.8,Normale,Mixte,Mensuelle,33.0,2023-08-07,147.0,34.0,16,,5.4,19,10,,131,Non,0
7862,ROBOT-M3,1998,Elevée,25,Ancienne,87.87,12.6,114695,Continu,91.8,71.3,Surcharge,Préventive,Mensuelle,39.0,2023-08-23,131.0,85.0,24,0.96,,27,22,Mécanique,181,Oui,1
7863,WELDR-E4,2012,Elevée,11,Normale,41.3,15.6,62779,Continu,,80.4,Surcharge,Préventive,Trimestrielle,14.0,2023-10-06,87.0,112.0,10,0.91,2.41,10,10,Électrique,202,Non,0
7864,PRESS-X5,2019,Moyenne,4,Normale,14.75,12.1,17828,Intermittent,73.4,78.1,Sous-charge,Préventive,Trimestrielle,10.0,2023-11-28,35.0,94.0,0,0.0,12.4,5,0,Électrique,203,Oui,0
7865,COMP-T2,2008,Moyenne,15,Normale,48.02,11.7,64381,Continu,77.8,70.8,Normale,Préventive,Mensuelle,18.0,2023-12-26,7.0,64.0,15,1.0,9.37,22,13,Aucune,189,Oui,0
7866,CONV-3A,2010,Elevée,13,Normale,48.99,,48805,Continu,74.7,73.2,Normale,Préventive,Annuelle,17.0,2023-06-26,189.0,91.0,14,1.08,5.13,16,12,Thermique,252,Oui,0
7867,WELDR-E4,2017,Elevée,6,Normale,20.57,16.5,36211,Continu,68.8,73.2,Normale,Préventive,Annuelle,4.0,2023-07-10,175.0,108.0,3,0.5,8.62,11,1,Électrique,335,Oui,0
7868,DRILL-Z6,2017,Elevée,6,Normale,6.64,4.9,11067,Continu,75.5,83.0,Normale,Préventive,Mensuelle,12.0,2023-10-16,78.0,54.0,9,1.5,0.82,10,6,Thermique,231,Oui,0
